frame.time,ip.src,ip.dst,_ws.col.protocol,frame.len,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
"Aug 31, 2025 20:03:10.715147093 EDT","192.168.64.8","8.8.8.8","ICMP","98",,,,
"Aug 31, 2025 20:03:10.721203479 EDT","192.168.64.8","192.168.64.1","DNS","71",,,"35476","53"
"Aug 31, 2025 20:03:10.721216937 EDT","192.168.64.8","192.168.64.1","DNS","71",,,"35476","53"
"Aug 31, 2025 20:03:10.721344020 EDT","192.168.64.8","192.168.64.1","DNS","71",,,"60379","53"
"Aug 31, 2025 20:03:10.721349270 EDT","192.168.64.8","192.168.64.1","DNS","71",,,"60379","53"
"Aug 31, 2025 20:03:10.721426770 EDT","192.168.64.8","192.168.64.1","DNS","71",,,"54347","53"
"Aug 31, 2025 20:03:10.721435811 EDT","192.168.64.8","192.168.64.1","DNS","71",,,"54347","53"
"Aug 31, 2025 20:03:10.723436135 EDT","192.168.64.8","192.168.64.1","DNS","71",,,"43733","53"
"Aug 31, 2025 20:03:10.723446468 EDT","192.168.64.8","192.168.64.1","DNS","71",,,"43733","53"
"Aug 31, 2025 20:03:10.725933581 EDT","192.168.64.8","192.168.64.1","DNS","68",,,"45914","53"
"Aug 31, 2025 20:03:10.725942831 EDT","192.168.64.8","192.168.64.1","DNS","68",,,"45914","53"
"Aug 31, 2025 20:03:10.728408860 EDT","192.168.64.8","192.168.64.1","DNS","68",,,"37048","53"
"Aug 31, 2025 20:03:10.728418068 EDT","192.168.64.8","192.168.64.1","DNS","68",,,"37048","53"
"Aug 31, 2025 20:03:10.729289314 EDT","192.168.64.8","192.168.64.1","DNS","68",,,"58400","53"
"Aug 31, 2025 20:03:10.729296897 EDT","192.168.64.8","192.168.64.1","DNS","68",,,"58400","53"
"Aug 31, 2025 20:03:10.731481970 EDT","192.168.64.8","192.168.64.1","DNS","68",,,"54735","53"
"Aug 31, 2025 20:03:10.731489720 EDT","192.168.64.8","192.168.64.1","DNS","68",,,"54735","53"
"Aug 31, 2025 20:03:10.732573756 EDT","192.168.64.8","192.168.64.1","DNS","68",,,"32954","53"
"Aug 31, 2025 20:03:10.732578964 EDT","192.168.64.8","192.168.64.1","DNS","68",,,"32954","53"
"Aug 31, 2025 20:03:10.732699839 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"52662","53"
"Aug 31, 2025 20:03:10.732701380 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"52662","53"
"Aug 31, 2025 20:03:10.733358711 EDT","192.168.64.8","192.168.64.1","DNS","71",,,"48186","53"
"Aug 31, 2025 20:03:10.733363086 EDT","192.168.64.8","192.168.64.1","DNS","71",,,"48186","53"
"Aug 31, 2025 20:03:10.733582543 EDT",,,"ARP","42",,,,
"Aug 31, 2025 20:03:10.733589751 EDT",,,"ARP","42",,,,
"Aug 31, 2025 20:03:10.733582626 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","52662"
"Aug 31, 2025 20:03:10.733582626 EDT",,,"ARP","42",,,,
"Aug 31, 2025 20:03:10.733606709 EDT",,,"ARP","42",,,,
"Aug 31, 2025 20:03:10.733582668 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","52662"
"Aug 31, 2025 20:03:10.734017874 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"59731","53"
"Aug 31, 2025 20:03:10.734025916 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"59731","53"
"Aug 31, 2025 20:03:10.734142957 EDT",,,"TCP","94","42792","443",,
"Aug 31, 2025 20:03:10.734973203 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","59731"
"Aug 31, 2025 20:03:10.734973328 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","59731"
"Aug 31, 2025 20:03:10.735626866 EDT",,,"TCP","94","42804","443",,
"Aug 31, 2025 20:03:10.736161697 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"53279","53"
"Aug 31, 2025 20:03:10.736168363 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"53279","53"
"Aug 31, 2025 20:03:10.736755527 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","53279"
"Aug 31, 2025 20:03:10.736755860 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","53279"
"Aug 31, 2025 20:03:10.737549273 EDT",,,"TCP","94","42818","443",,
"Aug 31, 2025 20:03:10.737898146 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"59358","53"
"Aug 31, 2025 20:03:10.737903688 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"59358","53"
"Aug 31, 2025 20:03:10.738013604 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"58767","53"
"Aug 31, 2025 20:03:10.738019479 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"58767","53"
"Aug 31, 2025 20:03:10.738127812 EDT","8.8.8.8","192.168.64.8","ICMP","98",,,,
"Aug 31, 2025 20:03:10.738680726 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","59358"
"Aug 31, 2025 20:03:10.738680892 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","59358"
"Aug 31, 2025 20:03:10.738680934 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","58767"
"Aug 31, 2025 20:03:10.738756142 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","58767"
"Aug 31, 2025 20:03:10.755407893 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"51130","53"
"Aug 31, 2025 20:03:10.756108139 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","51130"
"Aug 31, 2025 20:03:10.756409429 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"51104","53"
"Aug 31, 2025 20:03:10.756903552 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"32933","53"
"Aug 31, 2025 20:03:10.756953552 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","51104"
"Aug 31, 2025 20:03:10.757302675 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"56918","53"
"Aug 31, 2025 20:03:10.757438549 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","32933"
"Aug 31, 2025 20:03:10.757774131 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"43357","53"
"Aug 31, 2025 20:03:10.757891422 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","56918"
"Aug 31, 2025 20:03:10.758392170 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","43357"
"Aug 31, 2025 20:03:10.758623585 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"45657","53"
"Aug 31, 2025 20:03:10.759223374 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","45657"
"Aug 31, 2025 20:03:10.760711616 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"43250","53"
"Aug 31, 2025 20:03:10.760953824 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"35114","53"
"Aug 31, 2025 20:03:10.761281989 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","43250"
"Aug 31, 2025 20:03:10.761422155 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","35114"
"Aug 31, 2025 20:03:10.765693425 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"32780","53"
"Aug 31, 2025 20:03:10.766578629 EDT","192.168.64.1","192.168.64.8","DNS","239",,,"53","35476"
"Aug 31, 2025 20:03:10.766578754 EDT","192.168.64.1","192.168.64.8","DNS","239",,,"53","60379"
"Aug 31, 2025 20:03:10.766578796 EDT","192.168.64.1","192.168.64.8","DNS","239",,,"53","54347"
"Aug 31, 2025 20:03:10.766578796 EDT","192.168.64.1","192.168.64.8","DNS","239",,,"53","43733"
"Aug 31, 2025 20:03:10.766578837 EDT","192.168.64.1","192.168.64.8","DNS","239",,,"53","48186"
"Aug 31, 2025 20:03:10.766578837 EDT","192.168.64.1","192.168.64.8","DNS","167",,,"53","35476"
"Aug 31, 2025 20:03:10.766578837 EDT","192.168.64.1","192.168.64.8","DNS","167",,,"53","60379"
"Aug 31, 2025 20:03:10.766578879 EDT","192.168.64.1","192.168.64.8","DNS","167",,,"53","54347"
"Aug 31, 2025 20:03:10.766607337 EDT","192.168.64.1","192.168.64.8","DNS","167",,,"53","43733"
"Aug 31, 2025 20:03:10.766607421 EDT","192.168.64.1","192.168.64.8","DNS","167",,,"53","48186"
"Aug 31, 2025 20:03:10.766751003 EDT",,,"TCP","94","42820","443",,
"Aug 31, 2025 20:03:10.767415000 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","32780"
"Aug 31, 2025 20:03:10.767899539 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"56618","53"
"Aug 31, 2025 20:03:10.767933539 EDT",,,"TCP","94","42828","443",,
"Aug 31, 2025 20:03:10.768614244 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"53145","53"
"Aug 31, 2025 20:03:10.768881743 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","56618"
"Aug 31, 2025 20:03:10.768937409 EDT",,,"TCP","94","45618","443",,
"Aug 31, 2025 20:03:10.769040825 EDT",,,"TCP","94","45630","443",,
"Aug 31, 2025 20:03:10.769421032 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","53145"
"Aug 31, 2025 20:03:10.769680322 EDT",,,"TCP","94","45634","443",,
"Aug 31, 2025 20:03:10.770485360 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"60729","53"
"Aug 31, 2025 20:03:10.771480855 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","60729"
"Aug 31, 2025 20:03:10.771657437 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"46927","53"
"Aug 31, 2025 20:03:10.772465641 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","46927"
"Aug 31, 2025 20:03:10.776917453 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"57485","53"
"Aug 31, 2025 20:03:10.778121697 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","57485"
"Aug 31, 2025 20:03:10.780156103 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"40369","53"
"Aug 31, 2025 20:03:10.780205853 EDT",,,"TCP","94","45642","443",,
"Aug 31, 2025 20:03:10.780238103 EDT",,,"TCP","94","45652","443",,
"Aug 31, 2025 20:03:10.780640143 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"37945","53"
"Aug 31, 2025 20:03:10.780868641 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","40369"
"Aug 31, 2025 20:03:10.781210098 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","37945"
"Aug 31, 2025 20:03:10.782053469 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"40764","53"
"Aug 31, 2025 20:03:10.782637341 EDT","192.168.64.1","192.168.64.8","DNS","100",,,"53","45914"
"Aug 31, 2025 20:03:10.782637508 EDT","192.168.64.1","192.168.64.8","DNS","100",,,"53","37048"
"Aug 31, 2025 20:03:10.782637508 EDT","192.168.64.1","192.168.64.8","DNS","100",,,"53","58400"
"Aug 31, 2025 20:03:10.782637549 EDT","192.168.64.1","192.168.64.8","DNS","100",,,"53","54735"
"Aug 31, 2025 20:03:10.782684424 EDT","192.168.64.1","192.168.64.8","DNS","100",,,"53","32954"
"Aug 31, 2025 20:03:10.782978048 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","40764"
"Aug 31, 2025 20:03:10.783190797 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"49598","53"
"Aug 31, 2025 20:03:10.784027126 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","49598"
"Aug 31, 2025 20:03:10.784582373 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"41192","53"
"Aug 31, 2025 20:03:10.785409827 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"58633","53"
"Aug 31, 2025 20:03:10.785427369 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"38804","53"
"Aug 31, 2025 20:03:10.785573868 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","41192"
"Aug 31, 2025 20:03:10.785650076 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"48997","53"
"Aug 31, 2025 20:03:10.785898325 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"49985","53"
"Aug 31, 2025 20:03:10.785988199 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"42640","53"
"Aug 31, 2025 20:03:10.786274031 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","58633"
"Aug 31, 2025 20:03:10.786274240 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","38804"
"Aug 31, 2025 20:03:10.786340948 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","48997"
"Aug 31, 2025 20:03:10.786526530 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","49985"
"Aug 31, 2025 20:03:10.786592571 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","42640"
"Aug 31, 2025 20:03:10.786765029 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"52276","53"
"Aug 31, 2025 20:03:10.786830987 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"50264","53"
"Aug 31, 2025 20:03:10.787147985 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"45665","53"
"Aug 31, 2025 20:03:10.787187110 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"59962","53"
"Aug 31, 2025 20:03:10.787535567 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","50264"
"Aug 31, 2025 20:03:10.787535567 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","52276"
"Aug 31, 2025 20:03:10.787760732 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"35011","53"
"Aug 31, 2025 20:03:10.787775024 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","45665"
"Aug 31, 2025 20:03:10.787775274 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","59962"
"Aug 31, 2025 20:03:10.788366521 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","35011"
"Aug 31, 2025 20:03:10.788755352 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"58441","53"
"Aug 31, 2025 20:03:10.789065434 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"49658","53"
"Aug 31, 2025 20:03:10.789498974 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"58863","53"
"Aug 31, 2025 20:03:10.789709348 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","58441"
"Aug 31, 2025 20:03:10.789709598 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","49658"
"Aug 31, 2025 20:03:10.789769722 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"55442","53"
"Aug 31, 2025 20:03:10.790050388 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"50307","53"
"Aug 31, 2025 20:03:10.790131345 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"53055","53"
"Aug 31, 2025 20:03:10.790133095 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","58863"
"Aug 31, 2025 20:03:10.790436552 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","55442"
"Aug 31, 2025 20:03:10.790663301 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"48206","53"
"Aug 31, 2025 20:03:10.790764801 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","50307"
"Aug 31, 2025 20:03:10.790764801 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","53055"
"Aug 31, 2025 20:03:10.791247840 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","48206"
"Aug 31, 2025 20:03:10.791410714 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"33836","53"
"Aug 31, 2025 20:03:10.791888420 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","33836"
"Aug 31, 2025 20:03:10.792159585 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"58975","53"
"Aug 31, 2025 20:03:10.792685541 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","58975"
"Aug 31, 2025 20:03:10.794323616 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"35720","53"
"Aug 31, 2025 20:03:10.794798656 EDT","192.168.64.1","192.168.64.8","DNS","166",,,"53","35720"
"Aug 31, 2025 20:03:10.795082988 EDT","192.168.64.8","192.168.64.1","DNS","70",,,"40606","53"
"Aug 31, 2025 20:03:10.795538194 EDT","192.168.64.1","192.168.64.8","DNS","182",,,"53","40606"
"Aug 31, 2025 20:03:10.936389328 EDT","192.168.64.8","64.233.185.100","TCP","74","50266","443",,
"Aug 31, 2025 20:03:10.936401036 EDT","192.168.64.8","64.233.185.100","TCP","74","50268","443",,
"Aug 31, 2025 20:03:10.939135689 EDT","192.168.64.8","64.233.185.100","TCP","74","50278","443",,
"Aug 31, 2025 20:03:10.961078872 EDT","64.233.185.100","192.168.64.8","TCP","74","443","50268",,
"Aug 31, 2025 20:03:10.961106830 EDT","192.168.64.8","64.233.185.100","TCP","66","50268","443",,
"Aug 31, 2025 20:03:10.963346402 EDT","192.168.64.8","64.233.185.100","SSL","1466","50268","443",,
"Aug 31, 2025 20:03:10.963347777 EDT","192.168.64.8","64.233.185.100","TLSv1","363","50268","443",,
"Aug 31, 2025 20:03:10.965692433 EDT","64.233.185.100","192.168.64.8","TCP","74","443","50266",,
"Aug 31, 2025 20:03:10.965692474 EDT","64.233.185.100","192.168.64.8","TCP","74","443","50278",,
"Aug 31, 2025 20:03:10.965711182 EDT","192.168.64.8","64.233.185.100","TCP","66","50266","443",,
"Aug 31, 2025 20:03:10.965724641 EDT","192.168.64.8","64.233.185.100","TCP","66","50278","443",,
"Aug 31, 2025 20:03:10.967250550 EDT","192.168.64.8","64.233.185.100","TCP","74","50292","443",,
"Aug 31, 2025 20:03:10.967755464 EDT","192.168.64.8","64.233.185.100","SSL","1466","50266","443",,
"Aug 31, 2025 20:03:10.967757339 EDT","192.168.64.8","64.233.185.100","TLSv1","363","50266","443",,
"Aug 31, 2025 20:03:10.967780089 EDT","192.168.64.8","64.233.185.100","SSL","1466","50278","443",,
"Aug 31, 2025 20:03:10.967781839 EDT","192.168.64.8","64.233.185.100","TLSv1","363","50278","443",,
"Aug 31, 2025 20:03:10.969074291 EDT","192.168.64.8","64.233.185.100","TCP","74","50298","443",,
"Aug 31, 2025 20:03:10.970047286 EDT","192.168.64.8","23.215.0.136","TCP","74","49640","443",,
"Aug 31, 2025 20:03:10.970057078 EDT","192.168.64.8","23.215.0.136","TCP","74","49642","443",,
"Aug 31, 2025 20:03:10.970231868 EDT","192.168.64.8","23.215.0.136","TCP","74","49656","443",,
"Aug 31, 2025 20:03:10.981319688 EDT","192.168.64.8","23.215.0.136","TCP","74","49666","443",,
"Aug 31, 2025 20:03:10.981362021 EDT","192.168.64.8","23.215.0.136","TCP","74","49678","443",,
"Aug 31, 2025 20:03:10.994924787 EDT","64.233.185.100","192.168.64.8","TCP","74","443","50292",,
"Aug 31, 2025 20:03:10.994924871 EDT","64.233.185.100","192.168.64.8","TCP","66","443","50266",,
"Aug 31, 2025 20:03:10.994924912 EDT","64.233.185.100","192.168.64.8","TCP","66","443","50268",,
"Aug 31, 2025 20:03:10.994924912 EDT","64.233.185.100","192.168.64.8","TCP","66","443","50268",,
"Aug 31, 2025 20:03:10.994924954 EDT","64.233.185.100","192.168.64.8","TCP","66","443","50266",,
"Aug 31, 2025 20:03:10.994924954 EDT","64.233.185.100","192.168.64.8","TLSv1.3","1466","443","50268",,
"Aug 31, 2025 20:03:10.994924996 EDT","64.233.185.100","192.168.64.8","TCP","1466","443","50268",,
"Aug 31, 2025 20:03:10.994925037 EDT","64.233.185.100","192.168.64.8","TLSv1.3","1466","443","50266",,
"Aug 31, 2025 20:03:10.994944579 EDT","192.168.64.8","64.233.185.100","TCP","66","50292","443",,
"Aug 31, 2025 20:03:10.995054953 EDT","192.168.64.8","64.233.185.100","TCP","66","50268","443",,
"Aug 31, 2025 20:03:10.995067162 EDT","192.168.64.8","64.233.185.100","TCP","66","50268","443",,
"Aug 31, 2025 20:03:10.995075037 EDT","192.168.64.8","64.233.185.100","TCP","66","50266","443",,
"Aug 31, 2025 20:03:10.995084203 EDT","64.233.185.100","192.168.64.8","TCP","1466","443","50266",,
"Aug 31, 2025 20:03:10.995084287 EDT","64.233.185.100","192.168.64.8","TCP","1466","443","50266",,
"Aug 31, 2025 20:03:10.995084328 EDT","64.233.185.100","192.168.64.8","TCP","1466","443","50266",,
"Aug 31, 2025 20:03:10.995084328 EDT","64.233.185.100","192.168.64.8","TLSv1.3","887","443","50266",,
"Aug 31, 2025 20:03:10.995084370 EDT","64.233.185.100","192.168.64.8","TCP","1466","443","50268",,
"Aug 31, 2025 20:03:10.995084370 EDT","64.233.185.100","192.168.64.8","TCP","1466","443","50268",,
"Aug 31, 2025 20:03:10.995084412 EDT","64.233.185.100","192.168.64.8","TLSv1.3","887","443","50268",,
"Aug 31, 2025 20:03:10.995084453 EDT","64.233.185.100","192.168.64.8","TCP","66","443","50278",,
"Aug 31, 2025 20:03:10.995088912 EDT","192.168.64.8","64.233.185.100","TCP","66","50266","443",,
"Aug 31, 2025 20:03:10.995089787 EDT","192.168.64.8","64.233.185.100","TCP","66","50266","443",,
"Aug 31, 2025 20:03:10.995090995 EDT","192.168.64.8","64.233.185.100","TCP","66","50266","443",,
"Aug 31, 2025 20:03:10.995091703 EDT","192.168.64.8","64.233.185.100","TCP","66","50266","443",,
"Aug 31, 2025 20:03:10.995092537 EDT","192.168.64.8","64.233.185.100","TCP","66","50268","443",,
"Aug 31, 2025 20:03:10.995093745 EDT","192.168.64.8","64.233.185.100","TCP","66","50268","443",,
"Aug 31, 2025 20:03:10.995094328 EDT","192.168.64.8","64.233.185.100","TCP","66","50268","443",,
"Aug 31, 2025 20:03:10.996411655 EDT","192.168.64.8","64.233.185.100","TLSv1.3","146","50268","443",,
"Aug 31, 2025 20:03:10.996424113 EDT","192.168.64.8","64.233.185.100","TLSv1.3","146","50266","443",,
"Aug 31, 2025 20:03:10.996558363 EDT","192.168.64.8","64.233.185.100","TLSv1.3","193","50268","443",,
"Aug 31, 2025 20:03:10.996563113 EDT","192.168.64.8","64.233.185.100","TLSv1.3","193","50266","443",,
"Aug 31, 2025 20:03:10.996829986 EDT","192.168.64.8","64.233.185.100","SSL","1466","50292","443",,
"Aug 31, 2025 20:03:10.996830986 EDT","192.168.64.8","64.233.185.100","TLSv1","363","50292","443",,
"Aug 31, 2025 20:03:10.999209808 EDT","64.233.185.100","192.168.64.8","TCP","66","443","50278",,
"Aug 31, 2025 20:03:10.999209849 EDT","64.233.185.100","192.168.64.8","TCP","74","443","50298",,
"Aug 31, 2025 20:03:10.999209849 EDT","64.233.185.100","192.168.64.8","TLSv1.3","1466","443","50278",,
"Aug 31, 2025 20:03:10.999209891 EDT","64.233.185.100","192.168.64.8","TCP","1466","443","50278",,
"Aug 31, 2025 20:03:10.999209933 EDT","64.233.185.100","192.168.64.8","TCP","1466","443","50278",,
"Aug 31, 2025 20:03:10.999209933 EDT","64.233.185.100","192.168.64.8","TCP","1466","443","50278",,
"Aug 31, 2025 20:03:10.999209974 EDT","64.233.185.100","192.168.64.8","TLSv1.3","887","443","50278",,
"Aug 31, 2025 20:03:10.999220558 EDT","192.168.64.8","64.233.185.100","TCP","66","50298","443",,
"Aug 31, 2025 20:03:10.999251183 EDT","192.168.64.8","64.233.185.100","TCP","66","50278","443",,
"Aug 31, 2025 20:03:10.999253016 EDT","192.168.64.8","64.233.185.100","TCP","66","50278","443",,
"Aug 31, 2025 20:03:10.999254099 EDT","192.168.64.8","64.233.185.100","TCP","66","50278","443",,
"Aug 31, 2025 20:03:10.999255474 EDT","192.168.64.8","64.233.185.100","TCP","66","50278","443",,
"Aug 31, 2025 20:03:10.999256183 EDT","192.168.64.8","64.233.185.100","TCP","66","50278","443",,
"Aug 31, 2025 20:03:11.000284677 EDT","192.168.64.8","64.233.185.100","TLSv1.3","146","50278","443",,
"Aug 31, 2025 20:03:11.000388635 EDT","192.168.64.8","64.233.185.100","TLSv1.3","193","50278","443",,
"Aug 31, 2025 20:03:11.000799133 EDT","192.168.64.8","64.233.185.100","SSL","1466","50298","443",,
"Aug 31, 2025 20:03:11.000800092 EDT","192.168.64.8","64.233.185.100","TLSv1","363","50298","443",,
"Aug 31, 2025 20:03:11.014062859 EDT","23.215.0.136","192.168.64.8","TCP","74","443","49656",,
"Aug 31, 2025 20:03:11.014062942 EDT","23.215.0.136","192.168.64.8","TCP","74","443","49640",,
"Aug 31, 2025 20:03:11.014062942 EDT","23.215.0.136","192.168.64.8","TCP","74","443","49642",,
"Aug 31, 2025 20:03:11.014062984 EDT","23.215.0.136","192.168.64.8","TCP","74","443","49666",,
"Aug 31, 2025 20:03:11.014077525 EDT","192.168.64.8","23.215.0.136","TCP","66","49656","443",,
"Aug 31, 2025 20:03:11.014088067 EDT","192.168.64.8","23.215.0.136","TCP","66","49640","443",,
"Aug 31, 2025 20:03:11.014092317 EDT","192.168.64.8","23.215.0.136","TCP","66","49642","443",,
"Aug 31, 2025 20:03:11.014100150 EDT","192.168.64.8","23.215.0.136","TCP","66","49666","443",,
"Aug 31, 2025 20:03:11.015531684 EDT","192.168.64.8","23.215.0.136","SSL","1438","49642","443",,
"Aug 31, 2025 20:03:11.015532351 EDT","192.168.64.8","23.215.0.136","TLSv1","392","49642","443",,
"Aug 31, 2025 20:03:11.015564601 EDT","192.168.64.8","23.215.0.136","SSL","1438","49640","443",,
"Aug 31, 2025 20:03:11.015565559 EDT","192.168.64.8","23.215.0.136","TLSv1","392","49640","443",,
"Aug 31, 2025 20:03:11.015572684 EDT","192.168.64.8","23.215.0.136","SSL","1438","49656","443",,
"Aug 31, 2025 20:03:11.015573809 EDT","192.168.64.8","23.215.0.136","TLSv1","392","49656","443",,
"Aug 31, 2025 20:03:11.015585809 EDT","192.168.64.8","23.215.0.136","SSL","1438","49666","443",,
"Aug 31, 2025 20:03:11.015587226 EDT","192.168.64.8","23.215.0.136","TLSv1","392","49666","443",,
"Aug 31, 2025 20:03:11.024275891 EDT","64.233.185.100","192.168.64.8","TLSv1.3","716","443","50266",,
"Aug 31, 2025 20:03:11.024275891 EDT","64.233.185.100","192.168.64.8","TLSv1.3","97","443","50266",,
"Aug 31, 2025 20:03:11.024275932 EDT","64.233.185.100","192.168.64.8","TLSv1.3","716","443","50268",,
"Aug 31, 2025 20:03:11.024275932 EDT","64.233.185.100","192.168.64.8","TLSv1.3","97","443","50268",,
"Aug 31, 2025 20:03:11.024275974 EDT","64.233.185.100","192.168.64.8","TLSv1.3","716","443","50278",,
"Aug 31, 2025 20:03:11.024275974 EDT","64.233.185.100","192.168.64.8","TCP","66","443","50292",,
"Aug 31, 2025 20:03:11.024276016 EDT","23.215.0.136","192.168.64.8","TCP","74","443","49678",,
"Aug 31, 2025 20:03:11.024327349 EDT","192.168.64.8","23.215.0.136","TCP","66","49678","443",,
"Aug 31, 2025 20:03:11.024377473 EDT","192.168.64.8","64.233.185.100","TCP","66","50266","443",,
"Aug 31, 2025 20:03:11.024386598 EDT","192.168.64.8","64.233.185.100","TLSv1.3","97","50266","443",,
"Aug 31, 2025 20:03:11.024407348 EDT","192.168.64.8","64.233.185.100","TLSv1.3","97","50278","443",,
"Aug 31, 2025 20:03:11.024408348 EDT","192.168.64.8","64.233.185.100","TCP","66","50268","443",,
"Aug 31, 2025 20:03:11.024416223 EDT","192.168.64.8","64.233.185.100","TLSv1.3","97","50268","443",,
"Aug 31, 2025 20:03:11.025760425 EDT","192.168.64.8","23.215.0.136","SSL","1438","49678","443",,
"Aug 31, 2025 20:03:11.025761466 EDT","192.168.64.8","23.215.0.136","TLSv1","392","49678","443",,
